Date,Temperature
2023-01-01,25.657736574122364
2023-01-02,25.53904215825975
2023-01-03,24.7930570615343
2023-01-04,25.57966656091697
2023-01-05,24.07541545936889
2023-01-06,22.22701773804973
2023-01-07,25.67517340442244
2023-01-08,26.412840177113797
2023-01-09,25.04530341737328
2023-01-10,22.775942513651685
2023-01-11,25.358090114074603
2023-01-12,23.262543830916822
2023-01-13,24.062026256724266
2023-01-14,25.051389851857632
2023-01-15,25.893085831253135
2023-01-16,25.245421924636144
2023-01-17,25.02060046695009
2023-01-18,25.27609242209627
2023-01-19,22.3923043634571
2023-01-20,24.118388318913173
2023-01-21,25.960328075174367
2023-01-22,25.81502203815137
2023-01-23,26.545654266555438
2023-01-24,25.50375451729062
2023-01-25,24.806734684132778
2023-01-26,23.38827462887305
2023-01-27,24.727658968784212
2023-01-28,24.150044528725275
2023-01-29,26.417340954445283
2023-01-30,24.292300477364883
2023-01-31,24.7998678227491
2023-02-01,24.29509839898959
2023-02-02,24.49272125460184
2023-02-03,25.6416267986026
2023-02-04,24.996435859607598
2023-02-05,26.984887493476894
2023-02-06,25.527696090616896
2023-02-07,24.470519570298304
2023-02-08,24.645386418377488
2023-02-09,26.347696396575813
2023-02-10,25.382032278124328
2023-02-11,24.671853549792615
2023-02-12,25.04496602881427
2023-02-13,24.411684063317225
2023-02-14,25.738792659717024
2023-02-15,33.571240740270405
2023-02-16,26.053255754943418
2023-02-17,25.3641462992087
2023-02-18,24.385168641615937
2023-02-19,25.094723636072203
2023-02-20,24.818151023997807
2023-02-21,24.7601441883933
2023-02-22,25.72824614720527
2023-02-23,26.036503828937057
2023-02-24,24.843630462678707
2023-02-25,25.788453833973126
2023-02-26,24.314174469417
2023-02-27,25.833584811707475
2023-02-28,23.596257516615847
2023-03-01,24.66580994385205
2023-03-02,26.083070108876544
2023-03-03,27.21361721789518
2023-03-04,23.566566791146204
2023-03-05,23.818005420077363
2023-03-06,24.701786465921234
2023-03-07,23.441798685197394
2023-03-08,22.70418584241967
2023-03-09,25.4279187264642
2023-03-10,26.29485118099714
2023-03-11,25.625016209695346
2023-03-12,24.783894263016105
2023-03-13,24.880414865802944
2023-03-14,24.48444686748981
2023-03-15,24.777302434954805
2023-03-16,22.22944302520255
2023-03-17,26.20757893600611
2023-03-18,24.0693315368119
2023-03-19,25.156030596061132
2023-03-20,24.44255563242928
2023-03-21,26.337828145833832
2023-03-22,24.78505439938296
2023-03-23,24.88699704485518
2023-03-24,24.766282875304086
2023-03-25,23.930888377810394
2023-03-26,25.22723945518602
2023-03-27,24.907563708714196
2023-03-28,26.376930597599397
2023-03-29,23.67708363205665
2023-03-30,23.943375214682668
2023-03-31,25.42773913818332
2023-04-01,24.710973297885285
2023-04-02,25.754761833561822
2023-04-03,24.33614960274527
2023-04-04,24.099971697560402
2023-04-05,24.9571183657109
2023-04-06,24.312992646368002
2023-04-07,25.522509887249214
2023-04-08,24.772710105491964
2023-04-09,24.269625074835073
2023-04-10,25.044178635435223
2023-04-11,25.82395383213806
2023-04-12,27.383282138254557
2023-04-13,25.050289942665426
2023-04-14,24.6341231468586
2023-04-15,24.589128607386858
2023-04-16,24.07146624389254
2023-04-17,24.24742753975674
2023-04-18,24.637676651258687
2023-04-19,24.96360999765322
2023-04-20,26.220556638751184
2023-04-21,24.81458918978233
2023-04-22,27.300272797649523
2023-04-23,24.85854084306252
2023-04-24,25.697700218203476
2023-04-25,24.49418598808193
2023-04-26,23.681318150020026
2023-04-27,24.601826674578884
2023-04-28,24.643964749767495
2023-04-29,24.20374208281479
2023-04-30,26.575978783425022
2023-05-01,25.753868303456997
2023-05-02,25.881270874338647
2023-05-03,25.551060144104873
2023-05-04,24.249743852531232
2023-05-05,26.288415449416725
2023-05-06,24.295779518411045
2023-05-07,23.132313845523463
2023-05-08,23.061603888550966
2023-05-09,24.34501137500259
2023-05-10,22.85594962858902
2023-05-11,25.958295033781695
2023-05-12,25.369861856843123
2023-05-13,25.026303444036955
2023-05-14,25.517752227470353
2023-05-15,27.234867731554395
2023-05-16,25.574381364988845
2023-05-17,24.302619107287452
2023-05-18,24.455633081980928
2023-05-19,26.338076742179705
2023-05-20,23.757239221369147
2023-05-21,26.4998927619202
2023-05-22,26.19831051264325
2023-05-23,24.688713910948298
2023-05-24,24.830803011140265
2023-05-25,25.164212367304472
2023-05-26,24.668695429922987
2023-05-27,24.147749942926332
