Date,Temperature
-1.7273119455897503,26.8333485574116
-1.7178212206139825,24.05882927098444
-1.7083304956382146,25.65221315809863
-1.6988397706624467,24.10357682693332
-1.6893490456866789,25.628834477961465
-1.679858320710911,24.57018142890722
-1.6703675957351432,24.84381961852148
-1.6608768707593753,25.440344770897678
-1.6513861457836074,23.638533223582307
-1.6418954208078396,27.91518743534456
-1.6324046958320717,25.844924573772964
-1.6229139708563038,26.131810113812413
-1.613423245880536,26.022602955191488
-1.6039325209047681,21.926071259071616
-1.5944417959290003,22.776630614835423
-1.5849510709532324,25.83152133252897
-1.5754603459774645,24.50808050216152
-1.5659696210016967,25.52336304339845
-1.5564788960259288,25.180147384176145
-1.546988171050161,25.35981962053605
-1.537497446074393,25.19713698642869
-1.5280067210986252,25.06040490837812
-1.5185159961228574,25.470565166714845
-1.5090252711470895,24.69730563373101
-1.4995345461713216,24.924099416253803
-1.4900438211955538,24.914364243308825
-1.480553096219786,26.46114381577188
-1.471062371244018,26.419760104421737
-1.4615716462682502,23.929596782651657
-1.4520809212924823,23.19261349822233
-1.4425901963167145,25.04277341095853
-1.4330994713409466,24.74490793568375
-1.4236087463651788,25.538802470032373
-1.414118021389411,25.52346763299146
-1.404627296413643,23.30387022309865
-1.3951365714378752,25.058406926580904
-1.3856458464621073,24.945738540327348
-1.3761551214863394,25.274087607808557
-1.3666643965105716,25.112139416111923
-1.3571736715348037,25.12137892829708
-1.3476829465590359,24.04346040942319
-1.338192221583268,25.292274146794608
-1.3287014966075001,25.205607114293823
-1.3192107716317323,25.971237562933705
-1.3097200466559644,23.6335998082044
-1.3002293216801966,36.75933944812933
-1.2907385967044287,24.425535720932345
-1.2812478717286608,26.432779424021177
-1.271757146752893,23.729059025008485
-1.2622664217771253,25.026861366088504
-1.2527756968013575,24.273317870444245
-1.2432849718255896,25.8239512542848
-1.2337942468498218,24.608303538804588
-1.224303521874054,25.39366492659133
-1.214812796898286,23.171807721304518
-1.2053220719225182,23.063778374295445
-1.1958313469467503,23.739188396440504
-1.1863406219709824,22.13744838666745
-1.1768498969952146,24.440577647507528
-1.1673591720194467,25.240404784889616
-1.1578684470436789,25.478920945043548
-1.148377722067911,25.85695336441532
-1.1388869970921431,26.65293741861024
-1.1293962721163753,24.977286884299204
-1.1199055471406074,24.98099423607796
-1.1104148221648396,24.636529772792603
-1.1009240971890717,25.69758066208194
-1.0914333722133038,24.930693383864355
-1.081942647237536,25.808415223181715
-1.072451922261768,23.97506126690065
-1.0629611972860002,25.44742402418824
-1.0534704723102324,23.705218861247587
-1.0439797473344645,24.81904824683942
-1.0344890223586967,23.33617195447775
-1.0249982973829288,24.23595296022123
-1.015507572407161,24.84234215954873
-1.006016847431393,23.77191048665828
-0.9965261224556252,25.151188229083548
-0.9870353974798574,26.1704783052943
-0.9775446725040895,25.797872216193174
-0.9680539475283216,24.70183950137564
-0.9585632225525538,24.26937651053945
-0.9490724975767859,25.893244820883936
-0.939581772601018,23.04602699718481
-0.9300910476252502,25.448738367838416
-0.9206003226494823,23.181439108849148
-0.9111095976737145,25.458363345874748
-0.9016188726979466,23.92519975144775
-0.8921281477221787,26.617605053357845
-0.8826374227464109,26.760010718346248
-0.873146697770643,24.29393011929822
-0.8636559727948752,24.675134848943063
-0.8541652478191073,24.52420567698626
-0.8446745228433394,26.082902039867143
-0.8351837978675716,24.371550630136277
-0.8256930728918037,24.588207149503983
-0.8162023479160359,26.71578069652073
-0.806711622940268,27.30869413938697
-0.7972208979645001,24.900778548317486
-0.7877301729887323,25.81514675500028
-0.7782394480129644,25.46618740578489
-0.7687487230371965,26.15482950813089
-0.7592579980614287,26.78304874987042
-0.7497672730856608,24.63123896395238
-0.740276548109893,23.01220175405912
-0.7307858231341251,25.90872047610237
-0.7212950981583572,24.734359188856025
-0.7118043731825894,26.5109398718482
-0.7023136482068215,24.10217160563082
-0.6928229232310537,24.09757211717771
-0.6833321982552858,26.35376059069552
-0.6738414732795179,27.38925762935701
-0.6643507483037501,25.21174824805841
-0.6548600233279822,25.76117502864622
-0.6453692983522143,25.14499335288984
-0.6358785733764465,26.472389076218903
-0.6263878484006787,26.473615409767387
-0.6168971234249109,25.213071749664355
-0.607406398449143,22.433482936047195
-0.5979156734733752,25.3429144363766
-0.5884249484976073,25.448662827930782
-0.5789342235218394,26.69081598443727
-0.5694434985460716,25.75002421257916
-0.5599527735703037,25.44980756691442
-0.5504620485945358,23.5760230210051
-0.540971323618768,24.56479004476374
-0.5314805986430001,24.897201409182312
-0.5219898736672323,25.475912533317548
-0.5124991486914644,24.02531768326805
-0.5030084237156965,24.19551321993628
-0.4935176987399287,24.806035207672185
-0.4840269737641608,25.544924467231027
-0.47453624878839296,25.641544484745133
-0.4650455238126251,24.703009777859226
-0.45555479883685723,25.2469619362978
-0.44606407386108937,25.616743650160203
-0.4365733488853215,24.70000634595824
-0.42708262390955365,26.108521818440497
-0.4175918989337858,25.58851272649731
-0.4081011739580179,25.767250885528128
-0.39861044898225007,23.864926863072725
-0.3891197240064822,25.6791024049788
-0.37962899903071434,24.730913737336184
-0.3701382740549465,26.158399632271657
-0.3606475490791786,25.70286590636074
-0.35115682410341076,26.363592892919424
-0.3416660991276429,23.540213072750262
-0.33217537415187504,25.732060395076576
-0.3226846491761072,24.79337356859173
-0.31319392420033937,24.67208356936952
-0.3037031992245715,24.49544377334765
-0.29421247424880365,24.851695849056824
-0.2847217492730358,25.86755389043706
-0.2752310242972679,25.083726269257514
-0.26574029932150006,25.29531950442653
-0.2562495743457322,24.47338680381762
-0.24675884936996434,26.701919993607177
-0.23726812439419648,24.486300460372885
-0.22777739941842862,25.3263804225377
-0.21828667444266076,22.901254373949563
-0.2087959494668929,25.70680951381604
-0.19930522449112503,24.107934832761984
-0.18981449951535717,23.718704699017188
-0.1803237745395893,25.55517417106619
-0.17083304956382145,24.83906639783805
-0.1613423245880536,26.005202200584183
-0.15185159961228575,23.798261897777994
-0.1423608746365179,25.64511699298681
-0.13287014966075003,24.30024962456703
-0.12337942468498217,26.43285584672105
-0.11388869970921431,26.136932479947014
